Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides U2932_L1_rep1,Peptides U2932_L1_rep2,Razor + unique peptides U2932_L1_rep1,Razor + unique peptides U2932_L1_rep2,Unique peptides U2932_L1_rep1,Unique peptides U2932_L1_rep2,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L iso-count,Ratio H/L type,Ratio H/L U2932_L1_rep1,Ratio H/L normalized U2932_L1_rep1,Ratio H/L variability [%] U2932_L1_rep1,Ratio H/L count U2932_L1_rep1,Ratio H/L iso-count U2932_L1_rep1,Ratio H/L type U2932_L1_rep1,Ratio H/L U2932_L1_rep2,Ratio H/L normalized U2932_L1_rep2,Ratio H/L variability [%] U2932_L1_rep2,Ratio H/L count U2932_L1_rep2,Ratio H/L iso-count U2932_L1_rep2,Ratio H/L type U2932_L1_rep2,Sequence coverage U2932_L1_rep1 [%],Sequence coverage U2932_L1_rep2 [%],Intensity,Intensity L,Intensity H,Intensity U2932_L1_rep1,Intensity L U2932_L1_rep1,Intensity H U2932_L1_rep1,Intensity U2932_L1_rep2,Intensity L U2932_L1_rep2,Intensity H U2932_L1_rep2,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Deamidation (N) site IDs,Oxidation (M) site IDs,Deamidation (N) site positions,Oxidation (M) site positions
H7C5E4;Q8IZH2-2;Q8IZH2;B3KW17,H7C5E4;Q8IZH2-2;Q8IZH2;B3KW17,2;2;2;1,2;2;2;1,2;2;2;1,5-3 exoribonuclease 1,XRN1,>tr|H7C5E4|H7C5E4_HUMAN 5-3 exoribonuclease 1 (Fragment) OS=Homo sapiens GN=XRN1 PE=4 SV=1;>sp|Q8IZH2-2|XRN1_HUMAN Isoform 2 of 5-3 exoribonuclease 1 OS=Homo sapiens GN=XRN1;>sp|Q8IZH2|XRN1_HUMAN 5-3 exoribonuclease 1 OS=Homo sapiens GN=XRN1 PE=1 SV=,4,2,2,2,1,2,1,2,1,2,2,2,2,130.08,1160,1160;1694;1706;805,0,13.345,1.0963,1.6032,8.2431,3,0,Median,NaN,NaN,NaN,1,0,Median,1.0557,1.558,4.0445,2,0,Median,1.2,2,48258000,23157000,25101000,24571000,12576000,11995000,23687000,10581000,13106000,,,,868,2179;4843,True;True,2234;4962,6404;14599;14600,9848;22547;22548;22549;22550,9848;22549,,,,
A8K9U6;C9J6P4;Q7Z2W4;Q7Z2W4-2;Q7Z2W4-3;Q7Z2W4-4;Q05DV5;H7C5K1;Q7Z2W4-5,A8K9U6;C9J6P4;Q7Z2W4;Q7Z2W4-2;Q7Z2W4-3,7;7;7;5;4;3;2;1;1,7;7;7;5;4;3;2;1;1,7;7;7;5;4;3;2;1;1,Zinc finger CCCH-type antiviral protein 1,ZC3HAV1,">tr|A8K9U6|A8K9U6_HUMAN cDNA FLJ76121, highly similar to Homo sapiens zinc finger CCCH-type, antiviral 1 (ZC3HAV1), transcript variant 1, mRNA OS=Homo sapiens PE=2 SV=1;>tr|C9J6P4|C9J6P4_HUMAN Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens GN=ZC",9,7,7,7,6,5,6,5,6,5,9.3,9.3,9.3,101.46,902,902;1024;902;699;624;363;447;264;160,0,45.45,0.90619,1.6004,18.307,12,0,Median,0.81531,1.3818,19.797,7,0,Median,0.90908,1.6317,11.562,5,0,Median,8.3,6,249660000,130170000,119490000,156010000,82578000,73436000,93645000,47591000,46054000,,,,179,3156;4440;4978;5029;6381;7378;8453,True;True;True;True;True;True;True,3225;4541;5101;5155;6557;7573;8688,9381;13291;13292;14997;14998;14999;15000;15348;19197;19198;22194;22195;25723,14431;20520;20521;23133;23134;23135;23136;23137;23138;23139;23566;23567;29283;29284;29285;33755;33756;33757;33758;39080,14431;20520;23138;23567;29284;33756;39080,,,,
I6L9H2;Q59FP7;F5GX68;P26358-3;P26358;P26358-2;K7ENW7;B3KVA0,I6L9H2;Q59FP7;F5GX68;P26358-3;P26358;P26358-2;K7ENW7;B3KVA0,3;3;3;3;3;3;2;2,3;3;3;3;3;3;2;2,3;3;3;3;3;3;2;2,Cytosine-specific methyltransferase;DNA (cytosine-5)-methyltransferase 1,DNMT1,>tr|I6L9H2|I6L9H2_HUMAN Cytosine-specific methyltransferase OS=Homo sapiens GN=DNMT1 PE=2 SV=1;>tr|Q59FP7|Q59FP7_HUMAN Cytosine-specific methyltransferase (Fragment) OS=Homo sapiens PE=2 SV=1;>tr|F5GX68|F5GX68_HUMAN Cytosine-specific methyltransferase OS=H,8,3,3,3,3,1,3,1,3,1,2.3,2.3,2.3,171.07,1511,1511;1606;1619;1280;1616;1632;389;540,0,19.958,1.0905,1.5889,11.501,3,0,Median,1.2444,1.8349,38.434,3,1,Plateau,NaN,NaN,NaN,1,0,Median,2.3,0.6,47735000,25409000,22326000,39301000,20572000,18729000,8434300,4836700,3597500,,,,782,334;4121;4819,True;True;True,340;4216;4938,894;12379;12380;14534,1393;19107;19108;22454,1393;19107;22454,,,,
Q8NF58;Q6F5E8-2;Q6F5E8,Q8NF58;Q6F5E8-2;Q6F5E8,1;1;1,1;1;1,1;1;1,Leucine-rich repeat-containing protein 16C,FLJ00330;RLTPR,>tr|Q8NF58|Q8NF58_HUMAN FLJ00330 protein (Fragment) OS=Homo sapiens GN=FLJ00330 PE=2 SV=1;>sp|Q6F5E8-2|LR16C_HUMAN Isoform 2 of Leucine-rich repeat-containing protein 16C OS=Homo sapiens GN=RLTPR;>sp|Q6F5E8|LR16C_HUMAN Leucine-rich repeat-containing protei,3,1,1,1,1,1,1,1,1,1,5.3,5.3,5.3,25.515,246,246;1372;1435,0.0014451,6.7976,0.92298,1.5836,6.0258,2,0,Median,NaN,NaN,NaN,1,0,Median,NaN,NaN,NaN,1,0,Median,5.3,5.3,16735000,8763900,7970700,9182200,4665000,4517200,7552400,4099000,3453400,,,,1346,452,TRUE,461,1273;1274,1950;1951,1950,,,,
Q9NPD3;E9PPI9;E9PI41,Q9NPD3;E9PPI9;E9PI41,2;1;1,2;1;1,2;1;1,Exosome complex component RRP41,EXOSC4,>sp|Q9NPD3|EXOS4_HUMAN Exosome complex component RRP41 OS=Homo sapiens GN=EXOSC4 PE=1 SV=3;>tr|E9PPI9|E9PPI9_HUMAN Exosome complex component RRP41 OS=Homo sapiens GN=EXOSC4 PE=2 SV=1;>tr|E9PI41|E9PI41_HUMAN Exosome complex component RRP41 (Fragment) OS=Hom,3,2,2,2,2,2,2,2,2,2,9,9,9,26.383,245,245;156;262,0,12.962,0.97119,1.5718,21.107,6,0,Median,1.0834,1.7569,11.239,3,0,Median,0.83656,1.2678,17.425,3,0,Median,9,9,55826000,27372000,28454000,29919000,13886000,16033000,25907000,13486000,12421000,,,,1485,390;7786,True;True,396;7998,1039;1040;23875;23876;23877;23878,1603;1604;36289;36290;36291;36292;36293,1603;36293,,,,
E7EQV9;P61313;E7EX53;B4DLP4;E7ENU7;P61313-2;B4DEN1;A4D1Q5,E7EQV9;P61313;E7EX53;B4DLP4;E7ENU7;P61313-2,3;3;2;2;2;2;1;1,3;3;2;2;2;2;1;1,3;3;2;2;2;2;1;1,Ribosomal protein L15;60S ribosomal protein L15,RPL15,>tr|E7EQV9|E7EQV9_HUMAN Ribosomal protein L15 (Fragment) OS=Homo sapiens GN=RPL15 PE=2 SV=1;>sp|P61313|RL15_HUMAN 60S ribosomal protein L15 OS=Homo sapiens GN=RPL15 PE=1 SV=2;>tr|E7EX53|E7EX53_HUMAN Ribosomal protein L15 (Fragment) OS=Homo sapiens GN=RPL15,8,3,3,3,3,1,3,1,3,1,21.3,21.3,21.3,20.51,174,174;204;133;164;175;145;108;204,0,17.956,1.0745,1.5632,20.534,8,0,Median,1.0304,1.5358,12.506,5,0,Median,1.1205,1.6623,31.437,3,0,Median,21.3,5.2,139360000,71674000,67688000,85188000,40576000,44613000,54173000,31098000,23075000,,,,731,2001;2253;6649,True;True;True,2052;2308;6827,5991;6572;19957;19958;19959;19960;19961;19962;19963,9259;10066;30376;30377;30378;30379;30380;30381;30382;30383;30384;30385;30386,9259;10066;30380,,,,
Q6NSF2;F8VWS0;Q53HW2;A8K4Z4;Q3B7A4;P05388;G3V210;F8VZS0;F8VU65;Q53HK9;F8VS58;F8VQY6;F8VPE8;F8VRK7;F8VW21;F8VWV4;Q8NHW5;B4E3D5;F8W1K8;Q3MHV2,Q6NSF2;F8VWS0;Q53HW2;A8K4Z4;Q3B7A4;P05388;G3V210;F8VZS0;F8VU65;Q53HK9;F8VS58;F8VQY6;F8VPE8;F8VRK7;F8VW21;F8VWV4;Q8NHW5;B4E3D5,8;8;8;8;8;8;7;7;7;7;6;6;6;6;6;5;5;4;1;1,8;8;8;8;8;8;7;7;7;7;6;6;6;6;6;5;5;4;1;1,8;8;8;8;8;8;7;7;7;7;6;6;6;6;6;5;5;4;1;1,60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like,RPLP0;RPLP0P6,>tr|Q6NSF2|Q6NSF2_HUMAN RPLP0 protein OS=Homo sapiens GN=RPLP0 PE=2 SV=1;>tr|F8VWS0|F8VWS0_HUMAN 60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=2 SV=1;>tr|Q53HW2|Q53HW2_HUMAN Ribosomal protein P0 variant (Fragment) OS=Homo sapiens PE=2 SV=1;>t,20,8,8,8,7,7,7,7,7,7,31.9,31.9,31.9,27.298,254,254;281;317;317;255;317;166;246;247;317;121;142;153;156;244;111;317;266;107;157,0,188.54,1.2224,1.5608,21.423,24,0,Median,1.2386,1.6653,22.84,12,0,Median,1.2173,1.5551,20.928,12,0,Median,25.2,26,8007700000,3496800000,4510900000,3934000000,1709100000,2224900000,4073700000,1787700000,2286000000,,,,128,821;1418;2405;2564;2565;3299;7319;7767,True;True;True;True;True;True;True;True,834;1455;2461;2623;2624;3372;7513;7978,2548;2549;2550;4262;4263;7013;7014;7015;7016;7017;7018;7019;7393;7394;7395;7396;7397;7398;9798;9799;9800;9801;9802;22057;23822;23823,4101;4102;4103;4104;6735;6736;10720;10721;10722;10723;10724;10725;10726;10727;10728;10729;10730;10731;10732;10733;10734;10735;11283;11284;11285;11286;11287;11288;11289;11290;11291;11292;15114;15115;15116;15117;15118;15119;15120;15121;15122;15123;15124;15125;15126;15127;15128;33551;36219;36220;36221,4104;6736;10730;11287;11291;15120;33551;36220,,,,
H7C107;B4DGC5;C9JMG9;Q6DN90-2;Q6DN90,H7C107;B4DGC5;C9JMG9;Q6DN90-2;Q6DN90,6;6;6;6;6,6;6;6;6;6,6;6;6;6;6,IQ motif and SEC7 domain-containing protein 1,IQSEC1,">tr|H7C107|H7C107_HUMAN IQ motif and SEC7 domain-containing protein 1 (Fragment) OS=Homo sapiens GN=IQSEC1 PE=4 SV=1;>tr|B4DGC5|B4DGC5_HUMAN cDNA FLJ60491, highly similar to IQ motif and Sec7 domain-containing protein 1 OS=Homo sapiens PE=2 SV=1;>tr|C9JMG9",5,6,6,6,4,5,4,5,4,5,8.4,8.4,8.4,105.15,937,937;1114;1160;841;963,0,38.196,0.87979,1.55,14.683,9,0,Median,0.91061,1.5506,8.4602,4,0,Median,0.79551,1.4372,19.311,5,0,Median,6.5,7.3,102730000,54357000,48376000,51361000,27146000,24215000,51372000,27211000,24161000,,,,420,2367;2710;3936;5091;6614;8254,True;True;True;True;True;True,2423;2770;4028;5217;6791;8479,6919;6920;7782;11821;11822;15476;19812;19813;25189,10589;10590;11845;18249;18250;23745;30171;30172;38259,10589;11845;18250;23745;30171;38259,,,,
B7Z6J7;O75175-2;O75175;H0Y5X7;Q6ZMJ6;O75175-3,B7Z6J7;O75175-2;O75175;H0Y5X7;Q6ZMJ6;O75175-3,2;2;2;1;1;1,2;2;2;1;1;1,2;2;2;1;1;1,CCR4-NOT transcription complex subunit 3,CNOT3;FLJ00420,">tr|B7Z6J7|B7Z6J7_HUMAN cDNA FLJ61662, highly similar to CCR4-NOT transcription complex subunit 3 OS=Homo sapiens PE=2 SV=1;>sp|O75175-2|CNOT3_HUMAN Isoform 2 of CCR4-NOT transcription complex subunit 3 OS=Homo sapiens GN=CNOT3;>sp|O75175|CNOT3_HUMAN CCR4-",6,2,2,2,1,1,1,1,1,1,2.5,2.5,2.5,76.568,718,718;609;753;288;613;571,0,11.646,0.95473,1.5492,13.484,2,0,Median,NaN,NaN,NaN,1,0,Median,NaN,NaN,NaN,1,0,Median,1.3,1.3,20140000,10476000,9663800,9318900,4746600,4572300,10821000,5729200,5091400,,,,615,541;7410,True;True,551;7605,1574;22290,2413;33928,2413;33928,,,,
A8K3F6;Q9HAV0;H7C5J5;B4DLV5,A8K3F6;Q9HAV0;H7C5J5,6;6;3;2,2;2;2;1,2;2;2;1,Guanine nucleotide-binding protein subunit beta-4,GNB4,">tr|A8K3F6|A8K3F6_HUMAN cDNA FLJ77654, highly similar to Homo sapiens guanine nucleotide binding protein (G protein), beta polypeptide 4 (GNB4), mRNA OS=Homo sapiens PE=2 SV=1;>sp|Q9HAV0|GBB4_HUMAN Guanine nucleotide-binding protein subunit beta-4 OS=Homo ",4,6,2,2,6,6,2,2,2,2,17.4,5.6,5.6,37.581,340,340;340;165;153,0,15.808,1.164,1.543,40.085,3,0,Median,0.82917,1.1977,35.825,2,0,Median,NaN,NaN,NaN,1,0,Median,17.4,17.4,192540000,106510000,86031000,126420000,75990000,50433000,66114000,30516000,35598000,,,,108,278;1675;4738;5264;6428;7057,False;False;False;True;False;True,284;1722;4853;5395;5396;6604;7242,701;702;5068;5069;5070;14350;14351;14352;14353;14354;14355;16016;16017;16018;19312;19313;21261;21262,1085;1086;7920;7921;7922;7923;7924;7925;7926;7927;22197;22198;22199;22200;22201;22202;22203;22204;22205;22206;22207;22208;24578;24579;24580;29456;29457;32369;32370;32371;32372,1085;7921;22205;24579;29456;32371,,8,,90
J3QWB6;J3KMX2;B9EGA3;Q92925-3;Q92925-2;Q92925,J3QWB6;J3KMX2;B9EGA3;Q92925-3;Q92925-2;Q92925,1;1;1;1;1;1,1;1;1;1;1;1,1;1;1;1;1;1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,SMARCD2,>tr|J3QWB6|J3QWB6_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 (Fragment) OS=Homo sapiens GN=SMARCD2 PE=4 SV=1;>tr|J3KMX2|J3KMX2_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chr,6,1,1,1,1,1,1,1,1,1,6.1,6.1,6.1,26.714,231,231;456;494;483;510;531,0,7.4222,0.97036,1.5429,12.281,2,0,Median,NaN,NaN,NaN,1,0,Median,NaN,NaN,NaN,1,0,Median,6.1,6.1,13014000,6123700,6890200,7156000,3159200,3996800,5858000,2964600,2893400,,,,643,3307,TRUE,3380,9819;9820,15150;15151,15151,,,,
B4DRA5;B4DJW8;Q15437;B4DS04;Q5QPE1;Q5QPE2,B4DRA5;B4DJW8;Q15437;B4DS04;Q5QPE1,4;4;4;3;2;1,4;4;4;3;2;1,4;4;4;3;2;1,Protein transport protein Sec23B,SEC23B,">tr|B4DRA5|B4DRA5_HUMAN cDNA FLJ61346, highly similar to Protein transport protein Sec23B OS=Homo sapiens PE=2 SV=1;>tr|B4DJW8|B4DJW8_HUMAN cDNA FLJ55697, highly similar to Protein transport protein Sec23B OS=Homo sapiens PE=2 SV=1;>sp|Q15437|SC23B_HUMAN P",6,4,4,4,4,4,4,4,4,4,6.7,6.7,6.7,83.809,742,742;749;767;366;246;331,0,38.379,0.84413,1.5384,17.01,9,0,Median,0.92456,1.6722,13.93,5,0,Median,0.81649,1.4193,22.11,4,0,Median,6.7,6.7,199630000,103950000,95679000,128680000,67670000,61007000,70956000,36284000,34672000,,,,447,193;2239;5607;5632,True;True;True;True,195;2294;5768;5793,460;461;6535;6536;6537;6538;6539;16979;16980;17044;17045,686;687;688;10021;10022;10023;10024;10025;10026;10027;26004;26005;26006;26097;26098;26099;26100,686;10024;26004;26098,,,,
J3KNE1;D6RGD2;Q9NXV6,J3KNE1;D6RGD2;Q9NXV6,1;1;1,1;1;1,1;1;1,CDKN2A-interacting protein,CDKN2AIP,>tr|J3KNE1|J3KNE1_HUMAN CDKN2A-interacting protein OS=Homo sapiens GN=CDKN2AIP PE=2 SV=1;>tr|D6RGD2|D6RGD2_HUMAN CDKN2A-interacting protein OS=Homo sapiens GN=CDKN2AIP PE=2 SV=1;>sp|Q9NXV6|CARF_HUMAN CDKN2A-interacting protein OS=Homo sapiens GN=CDKN2AIP P,3,1,1,1,1,1,1,1,1,1,7.1,7.1,7.1,13.969,126,126;135;580,0.0048077,6.4734,0.96007,1.535,11.549,2,0,Median,NaN,NaN,NaN,1,0,Median,NaN,NaN,NaN,1,0,Median,7.1,7.1,8506800,4186400,4320400,4842600,2443400,2399100,3664200,1743000,1921300,,,,713,7431,TRUE,7628,22335;22336,33988;33989,33988,,,,
P23396;E9PL09;Q53G83;P23396-2;E9PPU1;H0YEU2;F2Z2S8;H0YCJ7;Q9NQS8;E9PQ96;E9PSF4;E9PJH4;H0YF32;E9PK82;A7E2S3;E9PQX2;H0YES8;E9PJN9,P23396;E9PL09;Q53G83;P23396-2;E9PPU1;H0YEU2;F2Z2S8;H0YCJ7;Q9NQS8,10;9;9;9;8;7;5;5;5;4;4;4;4;4;3;2;1;1,10;9;9;9;8;7;5;5;5;4;4;4;4;4;3;2;1;1,10;9;9;9;8;7;5;5;5;4;4;4;4;4;3;2;1;1,40S ribosomal protein S3,RPS3,>sp|P23396|RS3_HUMAN 40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=2;>tr|E9PL09|E9PL09_HUMAN 40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=2 SV=1;>tr|Q53G83|Q53G83_HUMAN Ribosomal protein S3 variant (Fragment) OS=Homo sapiens PE=2 SV=1;>sp,18,10,10,10,8,9,8,9,8,9,41.2,41.2,41.2,26.688,243,243;231;243;259;158;171;117;135;158;91;103;115;123;128;133;44;33;36,0,78.011,1.0141,1.5345,19.949,23,0,Median,1.0147,1.5345,14.185,11,0,Median,0.98964,1.5421,24.727,12,0,Median,32.5,37,3749100000,1810300000,1938700000,1834300000,880890000,953440000,1914700000,929430000,985300000,,,,1090,180;952;2261;3395;3739;3941;6020;6082;7001;8080,True;True;True;True;True;True;True;True;True;True,181;970;2316;3470;3826;4033;6192;6256;7185;8303,432;433;434;435;2901;6584;6585;10021;11099;11100;11101;11830;11831;11832;11833;11834;18101;18296;18297;21127;21128;24754;24755,638;639;640;641;642;643;644;645;646;647;4610;10083;10084;10085;15453;15454;15455;17126;17127;17128;18259;18260;18261;18262;18263;18264;18265;18266;18267;18268;18269;27631;27945;27946;32144;32145;32146;32147;32148;37632;37633;37634;37635,643;4610;10083;15453;17128;18269;27631;27945;32147;37633,,150,,189
E9PID8;B4DUD5;E7EWR4;B3V096;P33240-2;P33240;Q9H0L4,E9PID8;B4DUD5;E7EWR4;B3V096;P33240-2;P33240;Q9H0L4,2;2;2;2;2;2;1,2;2;2;2;2;2;1,2;2;2;2;2;2;1,Cleavage stimulation factor subunit 2;Cleavage stimulation factor subunit 2 tau variant,CSTF2;CSTF2T,">tr|E9PID8|E9PID8_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens GN=CSTF2 PE=2 SV=1;>tr|B4DUD5|B4DUD5_HUMAN cDNA FLJ58787, highly similar to Cleavage stimulation factor 64 kDa subunit OS=Homo sapiens PE=2 SV=1;>tr|E7EWR4|E7EWR4_HUMAN Cleavage ",7,2,2,2,2,1,2,1,2,1,5,5,5,46.665,438,438;553;597;597;560;577;616,0,11.73,0.96543,1.5276,32.177,6,0,Median,0.96921,1.5397,39.745,4,0,Median,0.91556,1.4488,12.054,2,0,Median,5,2.5,76603000,38451000,38152000,56874000,28072000,28802000,19729000,10379000,9349900,,,,397,2517;2648,True;True,2573;2708,7258;7259;7260;7261;7262;7617,11076;11077;11078;11079;11080;11081;11082;11083;11619;11620,11078;11619,,,,
O60346;K7EP91,O60346,3;1,3;1,3;1,PH domain leucine-rich repeat-containing protein phosphatase 1,PHLPP1,>sp|O60346|PHLP1_HUMAN PH domain leucine-rich repeat-containing protein phosphatase 1 OS=Homo sapiens GN=PHLPP1 PE=1 SV=3,2,3,3,3,2,1,2,1,2,1,1.9,1.9,1.9,184.67,1717,1717;198,0,17.462,1.0406,1.5239,88.363,2,1,Median,NaN,NaN,NaN,1,0,Median,NaN,NaN,NaN,1,1,Median,1.2,0.7,22905000,9877800,13027000,10738000,5979900,4758200,12167000,3897900,8269100,,,,965,4867;7187;7811,True;True;True,4986;7374;8024,14663;21618;23933,22645;32912;36374,22645;32912;36374,,,,
P62906;Q1JQ76,P62906;Q1JQ76,7;6,7;6,7;6,60S ribosomal protein L10a;Ribosomal protein,RPL10A,>sp|P62906|RL10A_HUMAN 60S ribosomal protein L10a OS=Homo sapiens GN=RPL10A PE=1 SV=2;>tr|Q1JQ76|Q1JQ76_HUMAN Ribosomal protein (Fragment) OS=Homo sapiens GN=RPL10A PE=2 SV=1,2,7,7,7,4,6,4,6,4,6,25.8,25.8,25.8,24.831,217,217;206,0,47.162,1.3737,1.5227,19.236,11,0,Median,1.3737,1.5202,23.589,5,0,Median,1.3509,1.6188,15.876,6,0,Median,18.4,25.3,2100900000,908330000,1192500000,679560000,261100000,418460000,1421300000,647230000,774070000,,,,1207,715;716;1255;3350;4048;4067;7775,True;True;True;True;True;True;True,728;729;1290;3423;4143;4162;7986,2073;2074;3836;9910;12194;12195;12259;12260;23839;23840;23841,3174;3175;3176;6065;15296;18857;18858;18859;18860;18931;18932;18933;18934;36242;36243;36244;36245,3174;3175;6065;15296;18859;18933;36242,,,,
