ProteinID,tSNE_x_dim,tSNE_y_dim,Organelle_annotation,Detailed_manual_annotation
O94966-7;O94966-6;O94966-4;O94966-3,-9.395750585,29.05925409,ER,
O94973,26.45385733,20.48917104,,
O94979;O94979-4,-6.197705753,33.65999885,ER,
O94992,-33.62855352,40.85631682,,
O95059,-11.73605836,-39.27591596,Nucleus,
O95070,-9.398106686,-28.41791289,ER,
O95071;O95071-2,-22.1146799,36.9972505,Nucleus,
O95081;O95081-2,-6.855992041,-34.24146193,,
O95104;O95104-2;O95104-3,-10.86801977,46.16999454,Nucleus,
O95139;O95139-2,13.89946231,-51.09343218,Mitochondrion,complex I
O95140,46.37562667,-19.50234962,Mitochondrion,
O95155-2;O95155;O95155-4;O95155-3,-1.122354094,38.28664329,,
O95159,-27.55530265,45.39767219,,
O95163,-50.57100225,-20.15911842,,
O95166,-7.366831347,-9.456429659,Cytoplasm,
O95167,16.15499799,-49.35445159,Mitochondrion,complex I
O95168;O95168-2,17.5142133,-52.30826624,Mitochondrion,complex I
O95169-3;O95169;O95169-2,16.72188644,-49.98793064,Mitochondrion,complex I
O95182,15.94758346,-51.97137918,Mitochondrion,complex I
O95183,46.49867328,11.24196371,,
O95197-7;O95197-2;O95197;O95197-4,50.79740244,2.052040968,ER,
O95202,-0.293539789,-61.38969142,Mitochondrion,
O95218-2;O95218,-2.104506213,11.08530894,Nucleus,
O95219;O95219-2,5.158141665,21.12720737,,
O95232,-40.76604143,31.87027009,Nucleus,
O95239;O95239-2,7.007979293,59.03483503,,
O95248;O95248-4,0.285003406,7.641367486,Nucleus,
O95249,6.95256951,-42.79318864,,
O95251;O95251-5,-25.89433921,48.04089812,Nucleus,
O95260-2,49.37155158,-29.14110064,,
O95292,21.79482203,-5.185428531,ER,
O95295,-13.745971,-33.23172327,Cytoplasm,
O95298;E9PQ53;O95298-2;O95298-3,14.99563897,-50.05571946,Mitochondrion,complex I
O95299;O95299-2,14.79576086,-55.21680872,Mitochondrion,complex I
O95319-5;O95319-2;O95319;O95319-4;O95319-3,34.92111241,-12.88345841,,
O95336,35.28270195,-22.38766208,Cytoplasm,
O95340;O95340-2,22.92258579,5.242228558,,
O95347;O95347-2,5.879799259,59.19111155,,
O95352;O95352-3;O95352-2,-1.946876099,-7.82029278,Cytoplasm,
O95361,-25.30257498,-16.05784865,Cytoplasm,
O95363,-0.722101012,31.36153986,Mitochondrion,
O95372,4.824579932,-45.90804028,Cytoplasm,
O95373,-34.12325068,-25.90213195,,
O95376,30.23151291,-13.76864279,,
O95379-3,51.93610836,-3.575456578,Cytoplasm,
O95394;O95394-4,-49.39529975,-23.66151841,,
O95399;O95399-2,26.5911568,-35.95322675,Secreted,
O95400,-17.87577391,47.47242148,,
O95425-4;O95425-3;O95425;O95425-2,1.141876279,5.034464486,Cytoplasm,
O95433;O95433-2,-7.071462596,65.60741353,ER,
O95453-2;O95453;O95453-3;O95453-4,-23.86227713,50.98402382,,
O95456,-50.59525862,-7.118276934,ER,
O95466-2;O95466;O95466-3,50.71383476,-43.83306626,Cytoplasm,
O95470,17.67656191,1.839926764,ER,
O95478,-56.59156107,25.95854499,Nucleolus,
O95479,7.638160144,-43.61870663,ER,
O95486,0.961689923,-45.7509628,ER,
O95487-2;O95487;O95487-3,6.739891683,30.28919437,ER,
O95551;O95551-2;O95551-3,-25.73873745,22.99374749,,
O95563,16.01336305,-45.85478709,Mitochondrion,
O95571,11.88273193,-37.61412576,,
O95573,13.47244126,47.12273041,,
O95602,41.19824313,2.3030422,Nucleolus,
O95613;O95613-2,-60.55428987,22.48231531,Cytoplasm,
O95619,-5.730912174,15.61019238,Nucleus,
O95630;O95630-2,36.59877526,-46.96282819,,
O95639-2;O95639-3;O95639,-22.14957968,3.947413099,Nucleus,
O95671-2;O95671;O95671-3,34.5446125,-36.35979104,,
O95696-2,-12.49419598,13.23527628,Nucleus,
O95707,-19.03829514,40.81642175,Nucleolus,
O95714,-7.076990484,4.319247169,,
O95716,23.25296488,-0.555427583,,
O95721,28.72801281,6.503027678,Cytoplasm,
O95747,8.807059155,-11.46318431,Cytoplasm,
O95749;O95749-2,10.22601228,-26.20673167,Cytoplasm,
O95757,-11.07713022,1.583976864,,
O95758;O95758-5,-20.17813742,-4.906951866,,
O95772-2,10.02818672,12.16380865,,
O95777,-47.43984943,16.49698983,Nucleus,mRNA splicing
O95782-2;O95782,38.61020773,-16.65912281,,
O95785-3,-23.15232373,15.63142515,Nucleus,
O95786;O95786-2,53.26034922,21.40024993,Cytoplasm,
O95793-2;O95793,18.53356851,47.12147718,ER,
O95801,-5.332453898,21.65810507,,
O95807,32.15455749,5.92874338,,
O95816,-53.85634441,-17.42442385,,
O95817,-58.51494925,-15.84034602,,
O95819-3,48.16660741,23.97852602,Cytoplasm,
O95822-2;O95822,-22.73642916,13.74848836,Mitochondrion,
O95825;O95825-2,34.69193981,-17.51657663,,
O95831;O95831-4,-31.54167955,-41.63557689,,
O95834-2;O95834-3;O95834,49.96574584,-32.27674611,Cytoplasm,
O95861;O95861-4;O95861-2,14.09956529,-42.4364224,,
O95864;O95864-3;O95864-2,15.70124753,56.15065541,ER,
O95865,39.11801808,-27.98088823,Mitochondrion,
O95870;O95870-2,40.78603373,16.74714356,,
O95881,-28.50312497,-10.79782187,ER,
O95926;O95926-2,-1.761980413,12.94556668,Nucleus,
O95983;O95983-2,-13.8817639,53.45808846,Nucleus,
O95989,34.34909697,-12.70298888,Cytoplasm,
O95999,17.33052433,50.14251058,Cytoplasm,
O96000;O96000-2,12.51937227,-52.25695307,Mitochondrion,complex I
O96005;O96005-4;O96005-3,-0.899479205,51.74136872,,
O96006,53.26447543,-23.25019347,Nucleus,
O96008;O96008-2,-8.496083484,-25.12813779,Mitochondrion,
O96011;O96011-2,10.21894321,-47.71579623,,PEX11B
O96013,-16.73160705,46.20431237,Cytoplasm,
O96019;O96019-2,-47.99650264,12.30452988,Nucleus,
O96028;O96028-5,-4.017696827,12.10439677,,
P00167-2;P00167;P00167-3,-8.435000505,-46.56548322,ER,
P00338;P00338-3;P00338-5;P00338-2,-35.5448305,-25.87702204,Cytoplasm,
P00352,64.95547456,-3.133870425,Cytoplasm,
P00367;P00367-2,7.248217542,-56.04248333,Mitochondrion,
P00374;P00374-2,4.883033841,60.02071391,,
P00387-3;P00387-2;P00387,64.75969317,-8.707349458,,
P00390-2;P00390;P00390-3;P00390-4;P00390-5,15.75481911,-2.511925516,Mitochondrion,
P00395,11.5502233,-53.27185219,Mitochondrion,complex IV
P00403,21.92302466,-55.52089438,Mitochondrion,complex IV
P00414,24.39241904,-28.7724713,Mitochondrion,
P00441,-26.83106935,-11.7161862,,
P00488,47.7116606,15.66083791,Secreted,
P00491,32.55497008,5.187142439,Cytoplasm,
P00492,15.92958111,-6.315982287,Cytoplasm,
P00505;P00505-2,-38.99451124,-24.06568734,Mitochondrion,
P00533,13.57414019,-18.49735635,,
P00558,-37.75928336,-29.42423472,Cytoplasm,
P00568,20.35988194,-42.67825597,Cytoplasm,
P00813,-24.51240618,-46.26974683,Cytoplasm,
P00846,21.99357183,-49.41978471,Mitochondrion,ATP synthase
P00918,53.09697601,16.59178642,Cytoplasm,
P00966,-60.40490765,1.003705079,,
P00973;P00973-2;P00973-3,9.163155516,15.01099956,,
P01024,69.79292055,-34.34532095,Secreted,
P01031,51.95426848,4.439295413,Secreted,
P01040,14.88512683,-26.48168955,Cytoplasm,
P01111,38.65684672,-29.92959581,,
P01116-2,44.72389711,-6.658732539,Cytoplasm,
P01137,47.00429525,21.56288404,Secreted,
P01591,50.83643834,6.757966042,Secreted,
P01834,47.64893783,12.17401198,,
P01857,53.81182334,17.18611155,Secreted,
P01871;P01871-2,66.89932455,-33.56863061,Secreted,
P02545-2,12.12942517,-62.85093562,Nucleus,
P02545;P02545-6;P02545-4,12.01195339,-62.73372182,Nucleus,
P02649,69.27765067,-35.34400004,Secreted,
P02656,67.6014124,-34.44429663,Secreted,
P02671,33.29595583,38.82008464,Secreted,
P02751;P02751-8;P02751-3;P02751-14;P02751-17;P02751-9;P02751-6;P02751-12,69.04843506,-35.32059649,Secreted,
P02753,62.07682403,0.119689235,Secreted,
P02786,-24.74327221,-52.16853801,Secreted,
P02792,10.15710268,-48.77210035,,
P02794,-40.17768092,-26.34917889,,
P03886,8.206423178,-46.55586814,Mitochondrion,complex I
P03891,-8.17825204,-26.89224917,Mitochondrion,
P03905,8.518690435,-47.21202194,Mitochondrion,complex I
P03915,8.907356815,-47.2459637,Mitochondrion,complex I
P03928,19.97561465,-33.86722519,Mitochondrion,
P04040,47.80406821,-35.81041393,,
P04049-2;P04049,0.848895596,47.89927755,,
P04062-4;P04062-2;P04062;P04062-5,11.35129113,11.84643445,,
P04066,44.03601677,-50.737714,,
P04075;P04075-2,21.27064514,-15.80814485,Cytoplasm,
P04080,-31.805282,-23.84011139,,
P04083,16.32605703,9.402950578,,
P04114,69.44280486,-35.61828605,Secreted,
P04150;P04150-10;P04150-2;P04150-8;P04150-3;P04150-9;P04150-6;P04150-5;P04150-7,2.881538119,-9.569662444,,
P04179;P04179-4;P04179-2,49.41182702,-37.03267056,Mitochondrion,
P04181,4.097603699,-60.02372464,Mitochondrion,
P04183,11.2719537,59.77636779,Cytoplasm,
P04264,69.50310374,-36.13846442,,
P04350,7.999830912,-17.44902134,Cytoplasm,
P04406,-33.24328424,-4.054115403,,
P04424;P04424-2;P04424-3,31.80485926,-4.026436835,,
P04632,54.25974296,-5.548430332,Cytoplasm,
P04792,33.04821919,-27.49164427,,
P04818;P04818-2;P04818-3,11.06366912,59.89889888,,
P04839,50.81867162,7.303980692,,
P04843,28.23671174,-38.82916777,ER,
P04844;P04844-2,28.3594098,-39.0432221,ER,
P04899;P04899-6;P04899-5;P04899-2,59.92071757,-10.34135019,Cytoplasm,G proteins
P05023-4;P05023;P05023-3;P05023-2,7.371370233,9.752959879,,
P05026-2;P05026,13.16685497,7.894429868,,
P05067;P05067-11;P05067-8;P05067-9;P05067-6;P05067-7;P05067-4;P05067-5;P05067-3;P05067-10,57.17032412,-6.489457522,,
P05089;P05089-2,71.81859698,-39.62264316,Cytoplasm,
P05091,15.12076283,19.77408581,Mitochondrion,
P05107,48.00876536,14.43921252,,
P05109,69.93522522,-35.69947297,Secreted,
P05114,-21.91547035,44.19332701,,
P05141,-17.29567703,-58.48113051,Mitochondrion,
P05155-2;P05155;P05155-3,53.05273642,4.255670566,Secreted,
P05161,12.55967384,6.7714536,Secreted,
P05165;P05165-2;P05165-3,37.68700669,7.811254401,Mitochondrion,
P05166;P05166-2,10.42082504,35.84226707,Mitochondrion,
P05198,-42.17771019,-15.83398982,,
P05204,-0.304958281,45.35523904,,
P05362,12.47230423,-34.03689678,,
P05386,-53.17967549,-11.24721851,Ribosome,
P05387,-37.98495983,-4.11093436,Ribosome,
P05388;Q8NHW5,-48.45020042,-14.57630385,,
P05455,-44.02293767,17.59970896,Nucleus,
P05534,51.03770449,18.43770578,,
P05556;P05556-2;P05556-5,52.7307775,15.02091424,,
P05771-2;P05771,58.23649885,-14.59338934,,
P05783,-33.83040328,-34.16901905,,
P05976-2;P05976,60.74687603,-5.409750751,,Myosins
P06132,36.11117157,-20.71534662,Cytoplasm,
P06239;P06239-3,-18.74098994,2.91424877,Cytoplasm,
P06280,24.27656382,8.501583017,,
P06396,58.02018045,-36.69343981,Secreted,
P06396-2,57.98625493,-36.67320712,Secreted,
P06400,17.9095221,49.52411983,Nucleus,
P06454-2;P06454,-41.79162009,32.93695013,Nucleus,
P06493,9.201453935,62.04107811,,
P06576,25.17579588,-50.61364247,Mitochondrion,ATP synthase
P06702,70.1367757,-35.5893742,Secreted,
P06703,-33.83942668,-34.72357026,,
P06730;P06730-3;P06730-2,-31.44090029,-5.977751248,Cytoplasm,
P06733,-37.20216181,-26.36722539,,
P06737;P06737-2,38.49851035,-37.86845464,,
P06744,20.84745965,-15.9084838,Secreted,
P06746,9.807776988,-45.37254112,,
P06748;P06748-2,-33.38093175,44.79746707,,
P06753-2,58.90712903,-11.92014998,Cytoplasm,Tropomyosin
P06756-3;P06756,33.98810157,-15.70924761,,
P06865,22.04864433,6.72487509,,
P07099,8.162575516,-25.18601978,ER,
P07108;P07108-2;P07108-4;P07108-5,-35.80713733,-4.97602289,ER,
P07195,57.83110428,-1.627902271,Cytoplasm,
P07203,64.20599447,-3.467598992,Cytoplasm,
P07237,25.50964502,-36.91324917,ER,
P07305;P07305-2,-37.03584445,-32.31364269,Nucleus,
P07311,40.58460245,-45.0255001,,
P07339,12.21184692,9.234857524,Secreted,
P07355;P07355-2,11.86905256,-18.34831413,Secreted,
P07384,57.43330793,-13.21765434,Cytoplasm,
P07437,25.67054108,-16.34752005,Cytoplasm,
P07602;P07602-2,-30.90193715,9.409571004,Secreted,
P07686,21.28296986,6.532637678,,
P07737,35.04813468,-20.48745756,Cytoplasm,
P07738,65.43551837,-4.097839056,,
P07741;P07741-2,-37.53797418,-23.86854022,Cytoplasm,
P07814,-40.81781497,-29.82949285,Cytoplasm,
P07858,16.40408711,-21.54841957,Secreted,
P07900-2;P07900,-35.01652512,-6.489996537,Cytoplasm,
P07910-2;P07910-4,-43.96544772,16.47930092,Nucleus,hnRNP
P07919,-6.536402195,-45.03445589,Mitochondrion,
P07942,2.153071819,-18.38884027,Secreted,
P07947,49.55704,14.10570236,Cytoplasm,
P07948,63.86820719,2.590027991,,
P07951-2,59.53255314,-6.540010318,Cytoplasm,Tropomyosin
P07954-2;P07954,4.521196218,-59.8294687,Mitochondrion,
P07996;P07996-2,69.13003673,-35.00492851,ER,
P08047;P08047-3;P08047-2,-19.7044746,11.56987254,,
P08133;P08133-2,-7.884804276,-58.16287709,Cytoplasm,
P08134,58.03237155,-11.32892965,,Rho GTPase
P08195-2,-32.87456388,-16.06381338,,
P08236;P08236-2;P08236-3,32.73410615,-30.78742082,,
P08237;P08237-3;P08237-2,-45.01335119,-31.81983531,Cytoplasm,
P08238,-35.07986061,-6.386098897,Cytoplasm,
P08240;P08240-2,13.19030114,41.24238572,ER,
P08243-2;P08243;P08243-3,9.659061098,6.230466833,,
P08397;P08397-2;P08397-3;P08397-4,-30.94515929,4.01453689,Cytoplasm,
P08559-4,5.608708335,-60.10019399,Mitochondrion,
P08567,49.54825743,6.901611314,,
P08574,12.65210114,-56.05022047,Mitochondrion,
P08575-2;P08575,52.69119512,-28.83987763,,
P08579,-49.62452004,23.67026918,Nucleus,mRNA splicing
P08621;P08621-2;P08621-3,-45.64774135,14.98680245,Nucleus,mRNA splicing
P08648,59.05988525,-6.317112734,,Integrins
P08670,15.08269645,7.087595143,Cytoplasm,
P08754,52.31004743,-10.53909936,Cytoplasm,G proteins
P08758,-35.72925006,-27.73589475,,
P08865,-42.33053008,-12.32914321,Ribosome,
P08962-3;P08962-2;P08962,27.59552598,11.97635519,Secreted,
P09001,-11.13188341,-16.82836596,Mitochondrion,
P09012,-35.58186208,30.33454644,Nucleus,mRNA splicing
P09104;P09104-2,36.14052125,-39.8979975,Cytoplasm,
P09110;P09110-2,24.98780159,-52.63161136,,
P09132,-26.15009095,-3.335956675,Cytoplasm,
P09211,21.7048815,14.30725849,,
P09234,-41.07360576,26.47263657,Nucleus,mRNA splicing
P09382,11.29736925,-20.78816937,Secreted,
P09417;P09417-2,25.03073845,15.45377747,,
P09429,-32.34463069,30.69598066,,
P09467,-27.86458394,3.998939342,,
P09488;P09488-2,12.66609433,-33.74176093,Cytoplasm,
P09493-3,59.93900771,-9.124694052,Cytoplasm,Tropomyosin
P09493-5,48.26424919,2.16402684,Cytoplasm,Tropomyosin
P09496-2;P09496-4;P09496-3;P09496;P09496-5,23.00024794,-8.396370773,Cytoplasm,
P09497-2;P09497,18.97203629,0.8794743,,
P09525,32.77723457,-0.676645766,,
P09543-2;P09543,51.1095596,-7.362646634,,
P09601,17.16757384,16.96208897,ER,
P09622;P09622-2;P09622-3,-16.75937319,-55.43182465,Mitochondrion,
P09651;P09651-2;P09651-3,-43.68275053,15.20514171,,hnRNP
P09661,-54.84592902,-13.37177073,Nucleus,
P09669,21.56905434,-55.84794267,Mitochondrion,complex IV
P09874,-32.1584085,24.46508596,Nucleolus,
P09884,4.490044167,59.34898928,,
P09914;P09914-2,10.16593196,17.51312365,Cytoplasm,
P09936,2.613163448,11.41994228,ER,
P09960;P09960-4;P09960-2;P09960-3,-1.329192811,8.599208941,Cytoplasm,
P09972,32.06618911,-47.81106901,,
P0C0L5,69.56983286,-34.36841752,Secreted,
P0CG05,66.71108384,-33.28593258,,
P0CW22;P08708,-52.49785617,-15.72865179,,
P0DI82;P0DI81,4.570661017,-26.23657187,,
P0DMN0;P0DMM9;P0DMM9-3,46.59863032,-1.383880754,Cytoplasm,
P0DMV9;P0DMV8,-29.21861236,-35.14452327,Cytoplasm,
P10109,24.92941489,-18.36654976,Mitochondrion,
P10155;P10155-3;P10155-5;P10155-4,4.111308783,-47.21817106,Cytoplasm,
P10253,-9.490541084,-47.54171854,,
P10301,64.39952045,-4.405783187,,
P10316,54.93712111,-24.21302746,,
P10321,53.85675704,18.85353475,,
P10398,25.29115783,35.03377183,,
P10412,-36.38736361,-13.05320596,Nucleus,
P10515,4.796015726,-56.56339864,Mitochondrion,
P10586-2;P10586,-25.28836923,4.846096334,,
P10599;P10599-2,-37.20014135,-29.27633187,,
P10606,21.61169166,-56.4994459,Mitochondrion,complex IV
P10619-2;P10619,30.48021986,11.83626156,,
P10620;P10620-2,16.71896655,50.59106756,,
P10644;P10644-2,48.56040042,19.05674909,,
P10768,37.38891595,-48.01830557,Cytoplasm,
P10809,-43.29829906,-24.80767,Mitochondrion,
P10909-4;P10909;P10909-5;P10909-2;P10909-3,60.76494662,2.218448927,,
P11021,26.61308536,-36.33762469,ER,
P11047,47.31648903,-10.96085825,Secreted,
P11142;P11142-2,-42.50255928,-3.126709701,,
P11166,52.75035093,-19.09169923,,
P11169,53.00664669,-31.79050888,,
P11171-2,53.8893698,-28.63693139,,
P11172;P11172-3,-46.25335373,-17.31541604,,
P11177;P11177-2;P11177-3,5.602975475,-60.07268103,Mitochondrion,
P11182,8.766572523,-41.7942117,Mitochondrion,
P11215;P11215-2,47.36532267,13.41781535,,
P11216,49.35028295,-45.58721373,,
P11217;P11217-2,17.34467491,-26.44810003,,
P11233,53.75059192,-35.23979479,,
P11234;P11234-2;P11234-3,48.82121371,-33.61632778,,
P11274;P11274-2,27.54785519,26.34059292,,
P11279;P11279-2,47.7743585,-5.526418261,,
P11310;P11310-2,15.60296778,-44.26593127,Mitochondrion,
P11387,-18.24763704,52.49419204,Nucleolus,
P11388;P11388-2;P11388-3;P11388-4,12.5353627,67.46915273,,
P11413;P11413-2;P11413-3,38.97201307,-33.25037536,,
P11441,-13.1769676,-0.444243526,Cytoplasm,
P11498,-20.91154851,24.63741319,Mitochondrion,
P11532-4;P11532;P11532-3;P11532-2,71.72917111,-37.82769473,Cytoplasm,
P11586,-30.04181508,42.67211282,Cytoplasm,
P11717,4.339853075,-0.558906375,,
P11766,27.84868506,-17.43802232,Cytoplasm,
P11802,-30.00010118,-23.83760952,,
P11908;P11908-2,-18.74152696,29.22579021,,
P11940;P11940-2,-50.97080853,-7.538743608,,
P12004,8.793882785,64.2004255,Nucleus,
P12074,25.78137011,-25.97015529,Mitochondrion,
P12081;P12081-4;P12081-2;P12081-3,-35.49584148,-22.75825224,Cytoplasm,
P12109,61.7954588,-0.698119867,Secreted,
P12235,19.08339818,-54.29882967,Mitochondrion,ADP translocase
P12236,-3.437390605,-60.78402193,Mitochondrion,
P12259,69.28641247,-35.92516583,Secreted,
P12268,-37.50990011,-22.58444571,,
P12270,-42.73479965,21.86559604,,Nuclear pore
P12277,16.10355987,-24.25597468,Cytoplasm,
P12429,57.97381348,-2.279864627,,
P12694;P12694-2,1.758632664,-37.54594869,Mitochondrion,
P12814-3;P12814-2;P12814-4,51.63629933,15.33384519,Cytoplasm,
P12931-2;P12931,57.14492,5.948207419,,
P12955;P12955-3;P12955-2,20.13898865,-43.49639288,,
P12956;P12956-2,-36.77849809,23.30417616,Nucleus,
P13010,-37.10023286,22.6368749,Nucleolus,
P13051,-28.36082849,23.78654708,,
P13073,21.33108479,-56.11245297,Mitochondrion,complex IV
P13284,8.938086338,4.910980479,Secreted,
P13473-2,21.81380458,-49.20625402,,
P13489,37.48434828,-47.34089157,Cytoplasm,
P13612,19.43060365,11.21979145,,
P13639,-43.76112662,-10.75426606,,
P13667,25.25223825,-34.05008762,ER,
P13674-2;P13674-3,10.2695874,28.49336522,ER,
P13693;P13693-2,-58.65669088,-11.18310129,Cytoplasm,
P13716,47.57967417,0.411221144,,
P13747,43.97082496,16.42881364,,
P13796,10.72644329,-19.47459984,Cytoplasm,
P13797;P13797-3;P13797-2,10.20619268,-19.3293199,Cytoplasm,
P13798,30.09553494,29.13213406,Cytoplasm,
P13804;P13804-2,-15.99306226,-56.06869139,Mitochondrion,
P13807;P13807-2,29.41337282,-50.87429374,,
P13861;P13861-2,-1.196610729,-36.08969852,Cytoplasm,
P13984,-38.28526753,33.22100444,Nucleus,
P13987,62.31935822,-12.58908848,Secreted,
P13995;P13995-2,-37.08503073,-31.61636127,Mitochondrion,
P14174,-37.39290267,-29.45825336,Secreted,
P14209;P14209-3;P14209-2,27.73252786,7.807665231,,
P14314-2;P14314,-31.53864503,-41.63271,ER,
P14317,54.66281277,-15.26625722,Mitochondrion,
P14324,-39.21647583,-30.09963978,Cytoplasm,
P14406,21.8545655,-55.64697423,Mitochondrion,complex IV
P14550,11.29884148,-25.7871014,,
P14618-2,50.14578085,-44.20793264,,
P14618;P14618-3,27.07823426,-18.18555049,,
P14625,25.99282477,-36.39926827,ER,
P14635;P14635-2,-5.578750586,57.65345646,,
P14678;P14678-2;P14678-3,-30.98027226,30.44585024,,
P14735;P14735-2,3.068418016,34.52733768,Secreted,
P14854,22.16294873,-56.32638491,Mitochondrion,complex IV
P14859-5;P14859-6,-4.819873749,47.75770229,Nucleus,
P14866;P14866-2,-44.21252148,15.53420261,,hnRNP
P14868;P14868-2,-49.04843364,-30.5781499,Cytoplasm,
P14923,72.6004699,-38.13802127,Cytoplasm,
P14927,16.28855855,-53.8683142,Mitochondrion,complex III
P15104,56.82916719,-1.772676528,Mitochondrion,
P15121,12.80783475,-19.49144705,Cytoplasm,
P15144,61.13272771,-1.544758282,Cytoplasm,
P15153,56.62770045,-14.40396217,Cytoplasm,Rho GTPase
P15170-2;P15170-3;P15170,-7.43474556,63.89075709,,
P15311,13.44066465,-44.07362575,Cytoplasm,
P15374,-30.39212313,12.27850476,Cytoplasm,
P15498;P15498-2,45.12570089,6.890347848,,
P15529-3;P15529-7;P15529-4;P15529-6;P15529-5;P15529-2;P15529-16,44.54287346,9.517915465,,
P15531;P15531-2,-37.1550665,-11.74310807,,
P15559-2;P15559,-41.9806414,-9.81911637,Cytoplasm,
P15586;P15586-2,-2.296197813,-25.1844565,,
P15880,-43.74209783,-14.37820038,Ribosome,
P15924;P15924-3;P15924-2,72.63009909,-38.1363465,Cytoplasm,
P15927;P15927-2;P15927-3,-34.40245337,19.85994206,Nucleus,
P15954,21.59802461,-55.48212627,Mitochondrion,complex IV
P16070-3;P16070-16;P16070-4;P16070-5;P16070;P16070-10;P16070-17;P16070-6;P16070-7;P16070-11;P16070-8;P16070-18;P16070-12;P16070-13,16.65734735,-18.71360593,,
P16083,9.80954131,-27.25737192,Cytoplasm,
P16144-3,62.71837841,0.756821966,,Integrins
P16150,47.8376275,7.722019609,,
P16152,-32.02049228,-28.02177803,Cytoplasm,
P16157-5;P16157-21;P16157-6,47.34369734,13.40030876,Cytoplasm,
P16219,19.30980993,-34.06464343,Mitochondrion,
P16220-2;P16220;P16220-3,-17.00314682,40.44179547,Nucleus,
P16278-3;P16278;P16278-2,29.31869878,11.27364557,Cytoplasm,
P16298;P16298-4;P16298-3;P16298-2,44.75215032,6.664930971,,
P16333,34.88651627,-15.51731008,,
P16383,1.944100417,26.86453773,Nucleolus,
P16401,-38.17093594,49.56547264,Nucleus,
P16402,-22.85007731,42.8896136,Nucleus,
P16403,-27.56829223,33.44589054,Nucleus,
P16435,-18.0007809,21.62629455,ER,
P16455,-16.62382264,-43.76042066,Nucleus,
P16615;P16615-4,59.45662741,-15.04312276,ER,
P16885,52.4572794,-30.13427402,,
P16930;P16930-2,40.21608684,-42.39639711,,
P16949;P16949-2,-51.87219028,32.85739988,Cytoplasm,
P16989;P16989-3,6.692924726,10.1550834,,
P17028,-2.932177057,48.30763604,Nucleus,
P17050,22.64446027,-25.68824824,,
P17066,-32.23822587,-10.26330339,,
P17096-2,-31.81458077,21.13198147,Nucleus,
P17096;P17096-3,-31.86818634,20.94686132,Nucleus,
P17152,5.942049901,-43.03071634,Mitochondrion,
P17174;P17174-2,-12.20221897,-8.834330937,Cytoplasm,
P17252,57.51649455,-3.831477127,,
P17275,-14.26798937,28.16858575,Nucleus,
P17301,55.27126812,1.365892339,,Integrins
P17480,-19.93550056,45.10866901,Nucleolus,
